device,cfg,layer_type,prec,img,bs,keep_ratio,L_patch,L_eff,ms,peak_mem_mb,status,depth,embed_dim,num_heads,mlp_ratio,complexity_ratio,head_dim,tp_world_size
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,48,0.750000,121,91,1.053691,113.490,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,48,0.750000,121,91,1.357436,166.426,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,48,0.750000,121,91,2.416253,209.913,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,176,64,0.750000,121,91,1.362085,121.708,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,176,64,0.750000,121,91,1.851559,187.746,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,176,64,0.750000,121,91,3.299713,241.905,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,192,1,0.750000,144,109,0.161290,14.321,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,192,1,0.750000,144,109,0.147104,52.006,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,192,1,0.750000,144,109,0.152826,116.968,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,192,8,0.750000,144,109,0.290036,95.490,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,192,8,0.750000,144,109,0.372529,115.207,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,192,8,0.750000,144,109,0.553727,133.096,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,192,16,0.750000,144,109,0.438929,99.802,ok,32,1280,16,4.0,1.0,80,4
